data_type,n,d,livello,rep,method,measure,acc./ARI
Gauss,100,10,facile,46,pca,tree,0.89
Torus,100,10,facile,46,tsne,kmeans,0.2036
Torus,100,10,facile,46,tsne,tree,0.88
Torus,100,10,facile,46,umap,kmeans,0.3068
Torus,100,10,facile,46,umap,tree,0.88
Torus,100,10,facile,46,pca,kmeans,0.1854
Torus,100,10,facile,46,pca,tree,0.97
Gauss,100,10,facile,47,tsne,kmeans,0.7026
Gauss,100,10,facile,47,tsne,tree,0.94
Gauss,100,10,facile,47,umap,kmeans,0.7026
Gauss,100,10,facile,47,umap,tree,0.93
Gauss,100,10,facile,47,pca,kmeans,0.6691
Gauss,100,10,facile,47,pca,tree,0.93
Torus,100,10,facile,47,tsne,kmeans,0.0045
Torus,100,10,facile,47,tsne,tree,0.91
Torus,100,10,facile,47,umap,kmeans,0.4575
Torus,100,10,facile,47,umap,tree,1
Torus,100,10,facile,47,pca,kmeans,0.0387
Torus,100,10,facile,47,pca,tree,0.87
Gauss,100,10,facile,48,tsne,kmeans,0.6364
Gauss,100,10,facile,48,tsne,tree,0.91
Gauss,100,10,facile,48,umap,kmeans,0.6045
Gauss,100,10,facile,48,umap,tree,0.91
Gauss,100,10,facile,48,pca,kmeans,0.5135
Gauss,100,10,facile,48,pca,tree,0.91
Torus,100,10,facile,48,tsne,kmeans,0.3536
Torus,100,10,facile,48,tsne,tree,0.94
Torus,100,10,facile,48,umap,kmeans,0.4037
Torus,100,10,facile,48,umap,tree,0.91
Torus,100,10,facile,48,pca,kmeans,0.1515
Torus,100,10,facile,48,pca,tree,0.89
Gauss,100,10,facile,49,tsne,kmeans,0.5733
Gauss,100,10,facile,49,tsne,tree,0.88
Gauss,100,10,facile,49,umap,kmeans,0.5733
Gauss,100,10,facile,49,umap,tree,0.91
Gauss,100,10,facile,49,pca,kmeans,0.5431
Gauss,100,10,facile,49,pca,tree,0.89
Torus,100,10,facile,49,tsne,kmeans,0.2631
Torus,100,10,facile,49,tsne,tree,0.9
Torus,100,10,facile,49,umap,kmeans,0.188
Torus,100,10,facile,49,umap,tree,0.91
Torus,100,10,facile,49,pca,kmeans,0.039
Torus,100,10,facile,49,pca,tree,0.9
Gauss,100,10,facile,50,tsne,kmeans,0.543
Gauss,100,10,facile,50,tsne,tree,0.9
Gauss,100,10,facile,50,umap,kmeans,0.5733
Gauss,100,10,facile,50,umap,tree,0.9
Gauss,100,10,facile,50,pca,kmeans,0.5136
Gauss,100,10,facile,50,pca,tree,0.93
Torus,100,10,facile,50,tsne,kmeans,0.3297
Torus,100,10,facile,50,tsne,tree,0.88
Torus,100,10,facile,50,umap,kmeans,0.5433
Torus,100,10,facile,50,umap,tree,0.94
Torus,100,10,facile,50,pca,kmeans,0.1515
Torus,100,10,facile,50,pca,tree,0.86
Gauss,100,10,facile,51,tsne,kmeans,0.8448
Gauss,100,10,facile,51,tsne,tree,0.96
Gauss,100,10,facile,51,umap,kmeans,0.7026
Gauss,100,10,facile,51,umap,tree,0.94
Gauss,100,10,facile,51,pca,kmeans,0.737
Gauss,100,10,facile,51,pca,tree,0.95
Torus,100,10,facile,51,tsne,kmeans,0.3066
Torus,100,10,facile,51,tsne,tree,0.89
Torus,100,10,facile,51,umap,kmeans,0.4848
Torus,100,10,facile,51,umap,tree,0.87
Torus,100,10,facile,51,pca,kmeans,0.168
Torus,100,10,facile,51,pca,tree,0.91
Gauss,100,10,facile,52,tsne,kmeans,0.5136
Gauss,100,10,facile,52,tsne,tree,0.91
Gauss,100,10,facile,52,umap,kmeans,0.5136
Gauss,100,10,facile,52,umap,tree,0.89
Gauss,100,10,facile,52,pca,kmeans,0.5736
Gauss,100,10,facile,52,pca,tree,0.89
Torus,100,10,facile,52,tsne,kmeans,0.3535
Torus,100,10,facile,52,tsne,tree,0.96
Torus,100,10,facile,52,umap,kmeans,0.3296
Torus,100,10,facile,52,umap,tree,0.95
Torus,100,10,facile,52,pca,kmeans,0.2037
Torus,100,10,facile,52,pca,tree,0.91
Gauss,100,10,facile,53,tsne,kmeans,0.6363
Gauss,100,10,facile,53,tsne,tree,0.94
Gauss,100,10,facile,53,umap,kmeans,0.7026
Gauss,100,10,facile,53,umap,tree,0.93
Gauss,100,10,facile,53,pca,kmeans,0.737
Gauss,100,10,facile,53,pca,tree,0.94
Torus,100,10,facile,53,tsne,kmeans,0.2036
Torus,100,10,facile,53,tsne,tree,0.91
Torus,100,10,facile,53,umap,kmeans,0.263
Torus,100,10,facile,53,umap,tree,0.92
Torus,100,10,facile,53,pca,kmeans,0.0808
Torus,100,10,facile,53,pca,tree,0.84
Gauss,100,10,facile,54,tsne,kmeans,0.4569
Gauss,100,10,facile,54,tsne,tree,0.91
Gauss,100,10,facile,54,umap,kmeans,0.4298
Gauss,100,10,facile,54,umap,tree,0.89
Gauss,100,10,facile,54,pca,kmeans,0.4041
Gauss,100,10,facile,54,pca,tree,0.9
Torus,100,10,facile,54,tsne,kmeans,0.43
Torus,100,10,facile,54,tsne,tree,0.94
Torus,100,10,facile,54,umap,kmeans,0.3075
Torus,100,10,facile,54,umap,tree,0.98
Torus,100,10,facile,54,pca,kmeans,0.2227
Torus,100,10,facile,54,pca,tree,0.9
Gauss,100,10,facile,55,tsne,kmeans,0.5128
Gauss,100,10,facile,55,tsne,tree,0.85
Gauss,100,10,facile,55,umap,kmeans,0.398
Gauss,100,10,facile,55,umap,tree,0.86
Gauss,100,10,facile,55,pca,kmeans,0.5108
Gauss,100,10,facile,55,pca,tree,0.88
Torus,100,10,facile,55,tsne,kmeans,0.2845
Torus,100,10,facile,55,tsne,tree,0.94
Torus,100,10,facile,55,umap,kmeans,0.2644
Torus,100,10,facile,55,umap,tree,0.96
Torus,100,10,facile,55,pca,kmeans,0.1358
Torus,100,10,facile,55,pca,tree,0.89
Gauss,100,10,facile,56,tsne,kmeans,0.7721
Gauss,100,10,facile,56,tsne,tree,0.95
Gauss,100,10,facile,56,umap,kmeans,0.7369
Gauss,100,10,facile,56,umap,tree,0.92
Gauss,100,10,facile,56,pca,kmeans,0.6364
Gauss,100,10,facile,56,pca,tree,0.93
Torus,100,10,facile,56,tsne,kmeans,0.2425
Torus,100,10,facile,56,tsne,tree,0.92
Torus,100,10,facile,56,umap,kmeans,0.4569
Torus,100,10,facile,56,umap,tree,0.91
Torus,100,10,facile,56,pca,kmeans,0.1066
Torus,100,10,facile,56,pca,tree,0.92
Gauss,100,10,facile,57,tsne,kmeans,0.5135
Gauss,100,10,facile,57,tsne,tree,0.86
Gauss,100,10,facile,57,umap,kmeans,0.457
Gauss,100,10,facile,57,umap,tree,0.87
Gauss,100,10,facile,57,pca,kmeans,0.5135
Gauss,100,10,facile,57,pca,tree,0.89
Torus,100,10,facile,57,tsne,kmeans,0.0691
Torus,100,10,facile,57,tsne,tree,0.99
Torus,100,10,facile,57,umap,kmeans,0.4041
Torus,100,10,facile,57,umap,tree,0.88
Torus,100,10,facile,57,pca,kmeans,0.0692
Torus,100,10,facile,57,pca,tree,0.87
Gauss,100,10,facile,58,tsne,kmeans,0.543
Gauss,100,10,facile,58,tsne,tree,0.9
Gauss,100,10,facile,58,umap,kmeans,0.5733
Gauss,100,10,facile,58,umap,tree,0.92
Gauss,100,10,facile,58,pca,kmeans,0.543
Gauss,100,10,facile,58,pca,tree,0.9
Torus,100,10,facile,58,tsne,kmeans,0.263
Torus,100,10,facile,58,tsne,tree,0.88
Torus,100,10,facile,58,umap,kmeans,0.3296
Torus,100,10,facile,58,umap,tree,0.9
Torus,100,10,facile,58,pca,kmeans,0.1067
Torus,100,10,facile,58,pca,tree,0.91
Gauss,100,10,facile,59,tsne,kmeans,0.6044
Gauss,100,10,facile,59,tsne,tree,0.89
Gauss,100,10,facile,59,umap,kmeans,0.5733
Gauss,100,10,facile,59,umap,tree,0.87
Gauss,100,10,facile,59,pca,kmeans,0.543
Gauss,100,10,facile,59,pca,tree,0.91
Torus,100,10,facile,59,tsne,kmeans,0.2844
Torus,100,10,facile,59,tsne,tree,0.99
Torus,100,10,facile,59,umap,kmeans,-0.0029
Torus,100,10,facile,59,umap,tree,0.95
Torus,100,10,facile,59,pca,kmeans,0.1361
Torus,100,10,facile,59,pca,tree,0.91
Gauss,100,10,facile,60,tsne,kmeans,0.6691
Gauss,100,10,facile,60,tsne,tree,0.92
Gauss,100,10,facile,60,umap,kmeans,0.5734
Gauss,100,10,facile,60,umap,tree,0.93
Gauss,100,10,facile,60,pca,kmeans,0.5432
Gauss,100,10,facile,60,pca,tree,0.89
Torus,100,10,facile,60,tsne,kmeans,0.2844
Torus,100,10,facile,60,tsne,tree,0.94
Torus,100,10,facile,60,umap,kmeans,0.3066
Torus,100,10,facile,60,umap,tree,0.89
Torus,100,10,facile,60,pca,kmeans,0.0159
Torus,100,10,facile,60,pca,tree,0.86
Gauss,100,10,facile,61,tsne,kmeans,0.6364
Gauss,100,10,facile,61,tsne,tree,0.92
Gauss,100,10,facile,61,umap,kmeans,0.6364
Gauss,100,10,facile,61,umap,tree,0.93
Gauss,100,10,facile,61,pca,kmeans,0.6364
Gauss,100,10,facile,61,pca,tree,0.93
Torus,100,10,facile,61,tsne,kmeans,0.1518
Torus,100,10,facile,61,tsne,tree,0.91
Torus,100,10,facile,61,umap,kmeans,-0.0096
Torus,100,10,facile,61,umap,tree,0.91
Torus,100,10,facile,61,pca,kmeans,0.023
Torus,100,10,facile,61,pca,tree,0.9
Gauss,100,10,facile,62,tsne,kmeans,0.543
Gauss,100,10,facile,62,tsne,tree,0.91
Gauss,100,10,facile,62,umap,kmeans,0.5428
Gauss,100,10,facile,62,umap,tree,0.88
Gauss,100,10,facile,62,pca,kmeans,0.6362
Gauss,100,10,facile,62,pca,tree,0.9
Torus,100,10,facile,62,tsne,kmeans,0.3536
Torus,100,10,facile,62,tsne,tree,0.94
Torus,100,10,facile,62,umap,kmeans,0.6045
Torus,100,10,facile,62,umap,tree,0.91
Torus,100,10,facile,62,pca,kmeans,0.094
Torus,100,10,facile,62,pca,tree,0.85
Gauss,100,10,facile,63,tsne,kmeans,0.6691
Gauss,100,10,facile,63,tsne,tree,0.91
Gauss,100,10,facile,63,umap,kmeans,0.6364
Gauss,100,10,facile,63,umap,tree,0.93
Gauss,100,10,facile,63,pca,kmeans,0.6045
Gauss,100,10,facile,63,pca,tree,0.94
Torus,100,10,facile,63,tsne,kmeans,0.2036
Torus,100,10,facile,63,tsne,tree,0.92
Torus,100,10,facile,63,umap,kmeans,0.2637
Torus,100,10,facile,63,umap,tree,0.94
Torus,100,10,facile,63,pca,kmeans,0.1209
Torus,100,10,facile,63,pca,tree,0.92
Gauss,100,10,facile,64,tsne,kmeans,0.6045
Gauss,100,10,facile,64,tsne,tree,0.9
Gauss,100,10,facile,64,umap,kmeans,0.4299
Gauss,100,10,facile,64,umap,tree,0.89
Gauss,100,10,facile,64,pca,kmeans,0.6045
Gauss,100,10,facile,64,pca,tree,0.91
Torus,100,10,facile,64,tsne,kmeans,0.3535
Torus,100,10,facile,64,tsne,tree,0.92
Torus,100,10,facile,64,umap,kmeans,0.2238
Torus,100,10,facile,64,umap,tree,0.92
Torus,100,10,facile,64,pca,kmeans,0.1207
Torus,100,10,facile,64,pca,tree,0.91
Gauss,100,10,facile,65,tsne,kmeans,0.6364
Gauss,100,10,facile,65,tsne,tree,0.94
Gauss,100,10,facile,65,umap,kmeans,0.6691
Gauss,100,10,facile,65,umap,tree,0.96
Gauss,100,10,facile,65,pca,kmeans,0.5733
Gauss,100,10,facile,65,pca,tree,0.93
Torus,100,10,facile,65,tsne,kmeans,0.0933
Torus,100,10,facile,65,tsne,tree,0.96
Torus,100,10,facile,65,umap,kmeans,-0.0083
Torus,100,10,facile,65,umap,tree,1
Torus,100,10,facile,65,pca,kmeans,0.0933
Torus,100,10,facile,65,pca,tree,0.86
Gauss,100,10,facile,66,tsne,kmeans,0.772
Gauss,100,10,facile,66,tsne,tree,0.94
Gauss,100,10,facile,66,umap,kmeans,0.772
Gauss,100,10,facile,66,umap,tree,0.94
Gauss,100,10,facile,66,pca,kmeans,0.6041
Gauss,100,10,facile,66,pca,tree,0.92
Torus,100,10,facile,66,tsne,kmeans,0.3297
Torus,100,10,facile,66,tsne,tree,0.89
Torus,100,10,facile,66,umap,kmeans,0.4298
Torus,100,10,facile,66,umap,tree,0.9
Torus,100,10,facile,66,pca,kmeans,0.1684
Torus,100,10,facile,66,pca,tree,0.91
Gauss,100,10,facile,67,tsne,kmeans,0.6044
Gauss,100,10,facile,67,tsne,tree,0.88
Gauss,100,10,facile,67,umap,kmeans,0.5733
Gauss,100,10,facile,67,umap,tree,0.88
Gauss,100,10,facile,67,pca,kmeans,0.4849
Gauss,100,10,facile,67,pca,tree,0.87
Torus,100,10,facile,67,tsne,kmeans,0.2226
Torus,100,10,facile,67,tsne,tree,0.95
Torus,100,10,facile,67,umap,kmeans,0.2036
Torus,100,10,facile,67,umap,tree,0.91
Torus,100,10,facile,67,pca,kmeans,0.0809
Torus,100,10,facile,67,pca,tree,0.8
Gauss,100,10,facile,68,tsne,kmeans,0.7026
Gauss,100,10,facile,68,tsne,tree,0.93
Gauss,100,10,facile,68,umap,kmeans,0.6363
Gauss,100,10,facile,68,umap,tree,0.89
Gauss,100,10,facile,68,pca,kmeans,0.5734
Gauss,100,10,facile,68,pca,tree,0.93
Torus,100,10,facile,68,tsne,kmeans,0.2844
Torus,100,10,facile,68,tsne,tree,0.98
Torus,100,10,facile,68,umap,kmeans,0.263
Torus,100,10,facile,68,umap,tree,0.97
Torus,100,10,facile,68,pca,kmeans,0.1515
Torus,100,10,facile,68,pca,tree,0.83
Gauss,100,10,facile,69,tsne,kmeans,0.5733
Gauss,100,10,facile,69,tsne,tree,0.9
Gauss,100,10,facile,69,umap,kmeans,0.5733
Gauss,100,10,facile,69,umap,tree,0.9
Gauss,100,10,facile,69,pca,kmeans,0.4298
Gauss,100,10,facile,69,pca,tree,0.89
Torus,100,10,facile,69,tsne,kmeans,0.0595
Torus,100,10,facile,69,tsne,tree,0.89
Torus,100,10,facile,69,umap,kmeans,0.5135
Torus,100,10,facile,69,umap,tree,0.89
Torus,100,10,facile,69,pca,kmeans,0.1854
Torus,100,10,facile,69,pca,tree,0.89
Gauss,100,10,facile,70,tsne,kmeans,0.5135
Gauss,100,10,facile,70,tsne,tree,0.87
Gauss,100,10,facile,70,umap,kmeans,0.457
Gauss,100,10,facile,70,umap,tree,0.83
Gauss,100,10,facile,70,pca,kmeans,0.4036
Gauss,100,10,facile,70,pca,tree,0.87
Torus,100,10,facile,70,tsne,kmeans,0.3297
Torus,100,10,facile,70,tsne,tree,0.91
Torus,100,10,facile,70,umap,kmeans,0.3783
Torus,100,10,facile,70,umap,tree,0.91
Torus,100,10,facile,70,pca,kmeans,0.2844
Torus,100,10,facile,70,pca,tree,0.84
Gauss,100,10,facile,71,tsne,kmeans,0.5733
Gauss,100,10,facile,71,tsne,tree,0.87
Gauss,100,10,facile,71,umap,kmeans,0.4848
Gauss,100,10,facile,71,umap,tree,0.89
Gauss,100,10,facile,71,pca,kmeans,0.543
Gauss,100,10,facile,71,pca,tree,0.89
Torus,100,10,facile,71,tsne,kmeans,0.3066
Torus,100,10,facile,71,tsne,tree,0.99
Torus,100,10,facile,71,umap,kmeans,0.3297
Torus,100,10,facile,71,umap,tree,0.95
Torus,100,10,facile,71,pca,kmeans,0.1361
Torus,100,10,facile,71,pca,tree,0.82
Gauss,100,10,facile,72,tsne,kmeans,0.5135
Gauss,100,10,facile,72,tsne,tree,0.88
Gauss,100,10,facile,72,umap,kmeans,0.4569
Gauss,100,10,facile,72,umap,tree,0.89
Gauss,100,10,facile,72,pca,kmeans,0.6044
Gauss,100,10,facile,72,pca,tree,0.9
Torus,100,10,facile,72,tsne,kmeans,0.2037
Torus,100,10,facile,72,tsne,tree,0.97
Torus,100,10,facile,72,umap,kmeans,0.2846
Torus,100,10,facile,72,umap,tree,0.96
Torus,100,10,facile,72,pca,kmeans,0.168
Torus,100,10,facile,72,pca,tree,0.95
Gauss,100,10,facile,73,tsne,kmeans,0.5431
Gauss,100,10,facile,73,tsne,tree,0.91
Gauss,100,10,facile,73,umap,kmeans,0.5136
Gauss,100,10,facile,73,umap,tree,0.92
Gauss,100,10,facile,73,pca,kmeans,0.6045
Gauss,100,10,facile,73,pca,tree,0.95
Torus,100,10,facile,73,tsne,kmeans,0.4298
Torus,100,10,facile,73,tsne,tree,0.94
Torus,100,10,facile,73,umap,kmeans,0.5734
Torus,100,10,facile,73,umap,tree,0.89
Torus,100,10,facile,73,pca,kmeans,0.2229
Torus,100,10,facile,73,pca,tree,0.9
Gauss,100,10,facile,74,tsne,kmeans,0.8447
Gauss,100,10,facile,74,tsne,tree,0.97
Gauss,100,10,facile,74,umap,kmeans,0.8447
Gauss,100,10,facile,74,umap,tree,0.96
Gauss,100,10,facile,74,pca,kmeans,0.7719
Gauss,100,10,facile,74,pca,tree,0.95
Torus,100,10,facile,74,tsne,kmeans,0.3297
Torus,100,10,facile,74,tsne,tree,0.9
Torus,100,10,facile,74,umap,kmeans,0.2424
Torus,100,10,facile,74,umap,tree,0.93
Torus,100,10,facile,74,pca,kmeans,0.1516
Torus,100,10,facile,74,pca,tree,0.89
Gauss,100,10,facile,75,tsne,kmeans,0.7721
Gauss,100,10,facile,75,tsne,tree,0.95
Gauss,100,10,facile,75,umap,kmeans,0.737
Gauss,100,10,facile,75,umap,tree,0.93
Gauss,100,10,facile,75,pca,kmeans,0.737
Gauss,100,10,facile,75,pca,tree,0.96
Torus,100,10,facile,75,tsne,kmeans,0.4848
Torus,100,10,facile,75,tsne,tree,0.86
Torus,100,10,facile,75,umap,kmeans,0.5138
Torus,100,10,facile,75,umap,tree,0.98
Torus,100,10,facile,75,pca,kmeans,0.1514
Torus,100,10,facile,75,pca,tree,0.9
Gauss,100,10,facile,76,tsne,kmeans,0.5431
Gauss,100,10,facile,76,tsne,tree,0.92
Gauss,100,10,facile,76,umap,kmeans,0.5735
Gauss,100,10,facile,76,umap,tree,0.9
Gauss,100,10,facile,76,pca,kmeans,0.5137
Gauss,100,10,facile,76,pca,tree,0.89
Torus,100,10,facile,76,tsne,kmeans,0.4299
Torus,100,10,facile,76,tsne,tree,0.98
Torus,100,10,facile,76,umap,kmeans,0.2644
Torus,100,10,facile,76,umap,tree,0.98
Torus,100,10,facile,76,pca,kmeans,0.1207
Torus,100,10,facile,76,pca,tree,0.83
Gauss,100,10,facile,77,tsne,kmeans,0.6691
Gauss,100,10,facile,77,tsne,tree,0.93
Gauss,100,10,facile,77,umap,kmeans,0.5733
Gauss,100,10,facile,77,umap,tree,0.92
Gauss,100,10,facile,77,pca,kmeans,0.6692
Gauss,100,10,facile,77,pca,tree,0.93
Torus,100,10,facile,77,tsne,kmeans,0.1854
Torus,100,10,facile,77,tsne,tree,0.94
Torus,100,10,facile,77,umap,kmeans,0.2226
Torus,100,10,facile,77,umap,tree,0.96
Torus,100,10,facile,77,pca,kmeans,0.1514
Torus,100,10,facile,77,pca,tree,0.91
Gauss,100,10,facile,78,tsne,kmeans,0.4849
Gauss,100,10,facile,78,tsne,tree,0.88
Gauss,100,10,facile,78,umap,kmeans,0.457
Gauss,100,10,facile,78,umap,tree,0.87
Gauss,100,10,facile,78,pca,kmeans,0.457
Gauss,100,10,facile,78,pca,tree,0.88
Torus,100,10,facile,78,tsne,kmeans,0.2424
Torus,100,10,facile,78,tsne,tree,0.88
Torus,100,10,facile,78,umap,kmeans,0.4299
Torus,100,10,facile,78,umap,tree,0.88
Torus,100,10,facile,78,pca,kmeans,0.0933
Torus,100,10,facile,78,pca,tree,0.82
Gauss,100,10,facile,79,tsne,kmeans,0.5135
Gauss,100,10,facile,79,tsne,tree,0.87
Gauss,100,10,facile,79,umap,kmeans,0.6044
Gauss,100,10,facile,79,umap,tree,0.92
Gauss,100,10,facile,79,pca,kmeans,0.5137
Gauss,100,10,facile,79,pca,tree,0.92
Torus,100,10,facile,79,tsne,kmeans,0.3783
Torus,100,10,facile,79,tsne,tree,0.96
Torus,100,10,facile,79,umap,kmeans,0.4575
Torus,100,10,facile,79,umap,tree,0.99
Torus,100,10,facile,79,pca,kmeans,0.1066
Torus,100,10,facile,79,pca,tree,0.87
Gauss,100,10,facile,80,tsne,kmeans,0.5734
Gauss,100,10,facile,80,tsne,tree,0.88
Gauss,100,10,facile,80,umap,kmeans,0.4852
Gauss,100,10,facile,80,umap,tree,0.91
Gauss,100,10,facile,80,pca,kmeans,0.404
Gauss,100,10,facile,80,pca,tree,0.9
Torus,100,10,facile,80,tsne,kmeans,0.2036
Torus,100,10,facile,80,tsne,tree,0.95
Torus,100,10,facile,80,umap,kmeans,0.2036
Torus,100,10,facile,80,umap,tree,0.97
Torus,100,10,facile,80,pca,kmeans,0.0807
Torus,100,10,facile,80,pca,tree,0.9
Gauss,100,10,facile,81,tsne,kmeans,0.4036
Gauss,100,10,facile,81,tsne,tree,0.87
Gauss,100,10,facile,81,umap,kmeans,0.457
Gauss,100,10,facile,81,umap,tree,0.88
Gauss,100,10,facile,81,pca,kmeans,0.3783
Gauss,100,10,facile,81,pca,tree,0.89
Torus,100,10,facile,81,tsne,kmeans,0.3066
Torus,100,10,facile,81,tsne,tree,0.96
Torus,100,10,facile,81,umap,kmeans,0.6364
Torus,100,10,facile,81,umap,tree,0.95
Torus,100,10,facile,81,pca,kmeans,0.1207
Torus,100,10,facile,81,pca,tree,0.92
Gauss,100,10,facile,82,tsne,kmeans,0.5431
Gauss,100,10,facile,82,tsne,tree,0.94
Gauss,100,10,facile,82,umap,kmeans,0.5431
Gauss,100,10,facile,82,umap,tree,0.9
Gauss,100,10,facile,82,pca,kmeans,0.6045
Gauss,100,10,facile,82,pca,tree,0.94
Torus,100,10,facile,82,tsne,kmeans,0.3067
Torus,100,10,facile,82,tsne,tree,0.83
Torus,100,10,facile,82,umap,kmeans,0.5135
Torus,100,10,facile,82,umap,tree,0.92
Torus,100,10,facile,82,pca,kmeans,0.1514
Torus,100,10,facile,82,pca,tree,0.89
Gauss,100,10,facile,83,tsne,kmeans,0.6045
Gauss,100,10,facile,83,tsne,tree,0.91
Gauss,100,10,facile,83,umap,kmeans,0.5137
Gauss,100,10,facile,83,umap,tree,0.95
Gauss,100,10,facile,83,pca,kmeans,0.3787
Gauss,100,10,facile,83,pca,tree,0.93
Torus,100,10,facile,83,tsne,kmeans,0.1855
Torus,100,10,facile,83,tsne,tree,0.93
Torus,100,10,facile,83,umap,kmeans,0.3545
Torus,100,10,facile,83,umap,tree,1
Torus,100,10,facile,83,pca,kmeans,0.1682
Torus,100,10,facile,83,pca,tree,0.94
Gauss,100,10,facile,84,tsne,kmeans,0.4848
Gauss,100,10,facile,84,tsne,tree,0.88
Gauss,100,10,facile,84,umap,kmeans,0.5135
Gauss,100,10,facile,84,umap,tree,0.94
Gauss,100,10,facile,84,pca,kmeans,0.6363
Gauss,100,10,facile,84,pca,tree,0.9
Torus,100,10,facile,84,tsne,kmeans,0.2631
Torus,100,10,facile,84,tsne,tree,0.99
Torus,100,10,facile,84,umap,kmeans,0.168
Torus,100,10,facile,84,umap,tree,0.85
Torus,100,10,facile,84,pca,kmeans,0.1521
Torus,100,10,facile,84,pca,tree,0.88
Gauss,100,10,facile,85,tsne,kmeans,0.5135
Gauss,100,10,facile,85,tsne,tree,0.88
Gauss,100,10,facile,85,umap,kmeans,0.457
Gauss,100,10,facile,85,umap,tree,0.91
Gauss,100,10,facile,85,pca,kmeans,0.5136
Gauss,100,10,facile,85,pca,tree,0.89
Torus,100,10,facile,85,tsne,kmeans,0.3066
Torus,100,10,facile,85,tsne,tree,0.96
Torus,100,10,facile,85,umap,kmeans,0.3066
Torus,100,10,facile,85,umap,tree,0.96
Torus,100,10,facile,85,pca,kmeans,0.2432
Torus,100,10,facile,85,pca,tree,0.9
Gauss,100,10,facile,86,tsne,kmeans,0.5733
Gauss,100,10,facile,86,tsne,tree,0.88
Gauss,100,10,facile,86,umap,kmeans,0.543
Gauss,100,10,facile,86,umap,tree,0.92
Gauss,100,10,facile,86,pca,kmeans,0.6044
Gauss,100,10,facile,86,pca,tree,0.91
Torus,100,10,facile,86,tsne,kmeans,0.2227
Torus,100,10,facile,86,tsne,tree,0.9
Torus,100,10,facile,86,umap,kmeans,0.3785
Torus,100,10,facile,86,umap,tree,0.91
Torus,100,10,facile,86,pca,kmeans,0.0807
Torus,100,10,facile,86,pca,tree,0.91
Gauss,100,10,facile,87,tsne,kmeans,0.4299
Gauss,100,10,facile,87,tsne,tree,0.88
Gauss,100,10,facile,87,umap,kmeans,0.3782
Gauss,100,10,facile,87,umap,tree,0.86
Gauss,100,10,facile,87,pca,kmeans,0.4025
Gauss,100,10,facile,87,pca,tree,0.85
Torus,100,10,facile,87,tsne,kmeans,0.3781
Torus,100,10,facile,87,tsne,tree,0.89
Torus,100,10,facile,87,umap,kmeans,0.3783
Torus,100,10,facile,87,umap,tree,0.93
Torus,100,10,facile,87,pca,kmeans,0.1357
Torus,100,10,facile,87,pca,tree,0.88
Gauss,100,10,facile,88,tsne,kmeans,0.4037
Gauss,100,10,facile,88,tsne,tree,0.85
Gauss,100,10,facile,88,umap,kmeans,0.543
Gauss,100,10,facile,88,umap,tree,0.87
Gauss,100,10,facile,88,pca,kmeans,0.4852
Gauss,100,10,facile,88,pca,tree,0.87
Torus,100,10,facile,88,tsne,kmeans,0.4036
Torus,100,10,facile,88,tsne,tree,0.9
Torus,100,10,facile,88,umap,kmeans,0.379
Torus,100,10,facile,88,umap,tree,0.93
Torus,100,10,facile,88,pca,kmeans,0.0694
Torus,100,10,facile,88,pca,tree,0.94
Gauss,100,10,facile,89,tsne,kmeans,0.5734
Gauss,100,10,facile,89,tsne,tree,0.89
Gauss,100,10,facile,89,umap,kmeans,0.5431
Gauss,100,10,facile,89,umap,tree,0.92
Gauss,100,10,facile,89,pca,kmeans,0.5734
Gauss,100,10,facile,89,pca,tree,0.91
Torus,100,10,facile,89,tsne,kmeans,0.2036
Torus,100,10,facile,89,tsne,tree,0.97
Torus,100,10,facile,89,umap,kmeans,0.1361
Torus,100,10,facile,89,umap,tree,0.98
Torus,100,10,facile,89,pca,kmeans,0.0812
Torus,100,10,facile,89,pca,tree,0.83
Gauss,100,10,facile,90,tsne,kmeans,0.5431
Gauss,100,10,facile,90,tsne,tree,0.89
Gauss,100,10,facile,90,umap,kmeans,0.5431
Gauss,100,10,facile,90,umap,tree,0.91
Gauss,100,10,facile,90,pca,kmeans,0.4302
Gauss,100,10,facile,90,pca,tree,0.94
Torus,100,10,facile,90,tsne,kmeans,0.2226
Torus,100,10,facile,90,tsne,tree,0.94
Torus,100,10,facile,90,umap,kmeans,0.4299
Torus,100,10,facile,90,umap,tree,0.91
Torus,100,10,facile,90,pca,kmeans,0.1066
Torus,100,10,facile,90,pca,tree,0.9
Gauss,100,10,facile,91,tsne,kmeans,0.6691
Gauss,100,10,facile,91,tsne,tree,0.92
Gauss,100,10,facile,91,umap,kmeans,0.6044
Gauss,100,10,facile,91,umap,tree,0.91
Gauss,100,10,facile,91,pca,kmeans,0.7026
Gauss,100,10,facile,91,pca,tree,0.93
Torus,100,10,facile,91,tsne,kmeans,0.1854
Torus,100,10,facile,91,tsne,tree,0.92
Torus,100,10,facile,91,umap,kmeans,0.2844
Torus,100,10,facile,91,umap,tree,0.98
Torus,100,10,facile,91,pca,kmeans,0.0691
Torus,100,10,facile,91,pca,tree,0.94
Gauss,100,10,facile,92,tsne,kmeans,0.543
Gauss,100,10,facile,92,tsne,tree,0.89
Gauss,100,10,facile,92,umap,kmeans,0.5136
Gauss,100,10,facile,92,umap,tree,0.9
Gauss,100,10,facile,92,pca,kmeans,0.6045
Gauss,100,10,facile,92,pca,tree,0.9
